,name_normalized,total_points
40904,wayne hennessey,0
40905,wayne hennessey,0
40906,wayne hennessey,0
40907,wayne hennessey,0
40908,wayne hennessey,0
40909,wayne hennessey,0
40910,wayne hennessey,0
40911,wayne hennessey,0
40912,wayne hennessey,3
40913,wayne hennessey,0
40914,wayne hennessey,0
40915,wayne hennessey,0
40916,wayne hennessey,0
40917,wayne hennessey,0
40918,wayne hennessey,0
40919,wayne hennessey,0
40920,wayne hennessey,0
40921,wayne hennessey,0
40922,wes morgan,1
40923,wes morgan,0
40924,wes morgan,2
40925,wes morgan,1
40926,wes morgan,-3
40927,wes morgan,0
40928,wes morgan,7
40929,wes morgan,-2
40930,wes morgan,0
40931,wes morgan,0
40932,wes morgan,7
40933,wes morgan,5
40934,wes morgan,2
40935,wes morgan,6
40936,wes morgan,2
40937,wes morgan,1
40938,wes morgan,2
40939,wes morgan,6
40940,wes morgan,2
40941,wes morgan,0
40942,wes morgan,0
40943,wes morgan,1
40944,wes morgan,6
40945,wes morgan,0
40946,wes morgan,0
40947,wes morgan,0
40948,wes morgan,0
40949,wes morgan,0
40950,wes morgan,1
40951,wes morgan,0
40952,wes morgan,10
40953,wes morgan,15
40954,wes morgan,2
40955,wes morgan,2
40956,wes morgan,0
40957,wes morgan,0
40958,wes morgan,0
40959,wes morgan,0
40960,wesley hoedt,6
40961,wesley hoedt,0
40962,wesley hoedt,1
40963,wesley hoedt,6
40964,wesley hoedt,1
40965,wesley hoedt,-1
40966,wesley hoedt,1
40967,wesley hoedt,1
40968,wesley hoedt,8
40969,wesley hoedt,7
40970,wesley hoedt,-3
40971,wesley hoedt,2
40972,wesley hoedt,0
40973,wesley hoedt,0
40974,wesley hoedt,0
40975,wesley hoedt,0
40976,wesley hoedt,0
40977,wesley hoedt,0
40978,wesley hoedt,0
40979,wesley hoedt,0
40980,wesley hoedt,0
40981,wesley hoedt,0
40982,wesley hoedt,0
40983,wesley hoedt,0
40984,wesley hoedt,0
40985,wesley hoedt,0
40986,wesley hoedt,0
40987,wesley hoedt,0
40988,wesley hoedt,0
40989,wesley hoedt,0
40990,wesley hoedt,0
40991,wesley hoedt,0
40992,wesley hoedt,0
40993,wesley hoedt,0
40994,wesley hoedt,0
40995,wesley hoedt,0
40996,wesley hoedt,0
40997,wesley hoedt,0
40998,wilfred ndidi,2
40999,wilfred ndidi,3
41000,wilfred ndidi,2
41001,wilfred ndidi,1
41002,wilfred ndidi,2
41003,wilfred ndidi,1
41004,wilfred ndidi,3
41005,wilfred ndidi,2
41006,wilfred ndidi,2
41007,wilfred ndidi,10
41008,wilfred ndidi,3
41009,wilfred ndidi,3
41010,wilfred ndidi,0
41011,wilfred ndidi,3
41012,wilfred ndidi,2
41013,wilfred ndidi,2
41014,wilfred ndidi,2
41015,wilfred ndidi,2
41016,wilfred ndidi,2
41017,wilfred ndidi,2
41018,wilfred ndidi,3
41019,wilfred ndidi,8
41020,wilfred ndidi,1
41021,wilfred ndidi,2
41022,wilfred ndidi,1
41023,wilfred ndidi,2
41024,wilfred ndidi,1
41025,wilfred ndidi,2
41026,wilfred ndidi,2
41027,wilfred ndidi,2
41028,wilfred ndidi,2
41029,wilfred ndidi,3
41030,wilfred ndidi,2
41031,wilfred ndidi,2
41032,wilfred ndidi,2
41033,wilfred ndidi,0
41034,wilfred ndidi,2
41035,wilfred ndidi,3
41036,wilfried zaha,5
41037,wilfried zaha,2
41038,wilfried zaha,5
41039,wilfried zaha,0
41040,wilfried zaha,7
41041,wilfried zaha,2
41042,wilfried zaha,6
41043,wilfried zaha,2
41044,wilfried zaha,2
41045,wilfried zaha,5
41046,wilfried zaha,2
41047,wilfried zaha,0
41048,wilfried zaha,2
41049,wilfried zaha,2
41050,wilfried zaha,4
41051,wilfried zaha,1
41052,wilfried zaha,0
41053,wilfried zaha,1
41054,wilfried zaha,2
41055,wilfried zaha,2
41056,wilfried zaha,5
41057,wilfried zaha,2
41058,wilfried zaha,5
41059,wilfried zaha,3
41060,wilfried zaha,0
41061,wilfried zaha,9
41062,wilfried zaha,13
41063,wilfried zaha,1
41064,wilfried zaha,9
41065,wilfried zaha,2
41066,wilfried zaha,8
41067,wilfried zaha,2
41068,wilfried zaha,5
41069,wilfried zaha,2
41070,wilfried zaha,6
41071,wilfried zaha,2
41072,wilfried zaha,7
41073,wilfried zaha,10
41074,will hughes,3
41075,will hughes,8
41076,will hughes,2
41077,will hughes,2
41078,will hughes,2
41079,will hughes,6
41080,will hughes,2
41081,will hughes,1
41082,will hughes,2
41083,will hughes,3
41084,will hughes,1
41085,will hughes,1
41086,will hughes,2
41087,will hughes,2
41088,will hughes,1
41089,will hughes,0
41090,will hughes,0
41091,will hughes,0
41092,will hughes,0
41093,will hughes,1
41094,will hughes,1
41095,will hughes,1
41096,will hughes,0
41097,will hughes,2
41098,will hughes,3
41099,will hughes,6
41100,will hughes,5
41101,will hughes,2
41102,will hughes,2
41103,will hughes,0
41104,will hughes,1
41105,will hughes,13
41106,will hughes,1
41107,will hughes,3
41108,will hughes,2
41109,will hughes,2
41110,will hughes,2
41111,will hughes,2
41112,will norris,0
41113,will norris,0
41114,will norris,0
41115,will norris,0
41116,will norris,0
41117,will norris,0
41118,will norris,0
41119,will norris,0
41120,will norris,0
41121,will norris,0
41122,will norris,0
41123,will norris,0
41124,will norris,0
41125,will norris,0
41126,will norris,0
41127,will norris,0
41128,will norris,0
41129,will norris,0
41130,will norris,0
41131,will norris,0
41132,will norris,0
41133,will norris,0
41134,will norris,0
41135,will norris,0
41136,will norris,0
41137,will norris,0
41138,will norris,0
41139,will norris,0
41140,will norris,0
41141,will norris,0
41142,will norris,0
41143,will norris,0
41144,will norris,0
41145,will norris,0
41146,will norris,0
41147,will norris,0
41148,will norris,1
41149,will norris,0
41150,willian borges da silva,6
41151,willian borges da silva,2
41152,willian borges da silva,1
41153,willian borges da silva,3
41154,willian borges da silva,10
41155,willian borges da silva,3
41156,willian borges da silva,3
41157,willian borges da silva,3
41158,willian borges da silva,6
41159,willian borges da silva,7
41160,willian borges da silva,2
41161,willian borges da silva,3
41162,willian borges da silva,2
41163,willian borges da silva,0
41164,willian borges da silva,2
41165,willian borges da silva,3
41166,willian borges da silva,5
41167,willian borges da silva,2
41168,willian borges da silva,2
41169,willian borges da silva,3
41170,willian borges da silva,1
41171,willian borges da silva,8
41172,willian borges da silva,2
41173,willian borges da silva,1
41174,willian borges da silva,6
41175,willian borges da silva,0
41176,willian borges da silva,1
41177,willian borges da silva,2
41178,willian borges da silva,4
41179,willian borges da silva,0
41180,willian borges da silva,8
41181,willian borges da silva,1
41182,willian borges da silva,0
41183,willian borges da silva,2
41184,willian borges da silva,0
41185,willian borges da silva,1
41186,willian borges da silva,0
41187,willian borges da silva,3
41188,willy boly,1
41189,willy boly,1
41190,willy boly,8
41191,willy boly,8
41192,willy boly,7
41193,willy boly,2
41194,willy boly,6
41195,willy boly,6
41196,willy boly,1
41197,willy boly,2
41198,willy boly,1
41199,willy boly,2
41200,willy boly,1
41201,willy boly,1
41202,willy boly,2
41203,willy boly,2
41204,willy boly,6
41205,willy boly,1
41206,willy boly,2
41207,willy boly,10
41208,willy boly,0
41209,willy boly,-3
41210,willy boly,0
41211,willy boly,0
41212,willy boly,2
41213,willy boly,11
41214,willy boly,2
41215,willy boly,2
41216,willy boly,6
41217,willy boly,1
41218,willy boly,1
41219,willy boly,2
41220,willy boly,9
41221,willy boly,6
41222,willy boly,2
41223,willy boly,2
41224,willy boly,6
41225,willy boly,1
41226,willy caballero,0
41227,willy caballero,0
41228,willy caballero,0
41229,willy caballero,0
41230,willy caballero,0
41231,willy caballero,0
41232,willy caballero,0
41233,willy caballero,0
41234,willy caballero,0
41235,willy caballero,0
41236,willy caballero,0
41237,willy caballero,0
41238,willy caballero,0
41239,willy caballero,0
41240,willy caballero,0
41241,willy caballero,0
41242,willy caballero,0
41243,willy caballero,0
41244,willy caballero,0
41245,willy caballero,0
41246,willy caballero,0
41247,willy caballero,0
41248,willy caballero,0
41249,willy caballero,0
41250,willy caballero,0
41251,willy caballero,0
41252,willy caballero,6
41253,willy caballero,0
41254,willy caballero,0
41255,willy caballero,0
41256,willy caballero,0
41257,willy caballero,0
41258,willy caballero,0
41259,willy caballero,0
41260,willy caballero,0
41261,willy caballero,0
41262,willy caballero,0
41263,willy caballero,7
41264,winston reid,0
41265,winston reid,0
41266,winston reid,0
41267,winston reid,0
41268,winston reid,0
41269,winston reid,0
41270,winston reid,0
41271,winston reid,0
41272,winston reid,0
41273,winston reid,0
41274,winston reid,0
41275,winston reid,0
41276,winston reid,0
41277,winston reid,0
41278,winston reid,0
41279,winston reid,0
41280,winston reid,0
41281,winston reid,0
41282,winston reid,0
41283,winston reid,0
41284,winston reid,0
41285,winston reid,0
41286,winston reid,0
41287,winston reid,0
41288,winston reid,0
41289,winston reid,0
41290,winston reid,0
41291,winston reid,0
41292,winston reid,0
41293,winston reid,0
41294,winston reid,0
41295,winston reid,0
41296,winston reid,0
41297,winston reid,0
41298,winston reid,0
41299,winston reid,0
41300,winston reid,0
41301,winston reid,0
41302,xherdan shaqiri,1
41303,xherdan shaqiri,0
41304,xherdan shaqiri,0
41305,xherdan shaqiri,1
41306,xherdan shaqiri,0
41307,xherdan shaqiri,7
41308,xherdan shaqiri,4
41309,xherdan shaqiri,0
41310,xherdan shaqiri,6
41311,xherdan shaqiri,6
41312,xherdan shaqiri,1
41313,xherdan shaqiri,8
41314,xherdan shaqiri,3
41315,xherdan shaqiri,2
41316,xherdan shaqiri,8
41317,xherdan shaqiri,3
41318,xherdan shaqiri,14
41319,xherdan shaqiri,0
41320,xherdan shaqiri,8
41321,xherdan shaqiri,2
41322,xherdan shaqiri,1
41323,xherdan shaqiri,3
41324,xherdan shaqiri,1
41325,xherdan shaqiri,2
41326,xherdan shaqiri,1
41327,xherdan shaqiri,0
41328,xherdan shaqiri,0
41329,xherdan shaqiri,0
41330,xherdan shaqiri,0
41331,xherdan shaqiri,0
41332,xherdan shaqiri,0
41333,xherdan shaqiri,0
41334,xherdan shaqiri,0
41335,xherdan shaqiri,1
41336,xherdan shaqiri,0
41337,xherdan shaqiri,1
41338,xherdan shaqiri,4
41339,xherdan shaqiri,0
41340,yan valery,1
41341,yan valery,0
41342,yan valery,0
41343,yan valery,1
41344,yan valery,1
41345,yan valery,1
41346,yan valery,1
41347,yan valery,6
41348,yan valery,-2
41349,yan valery,2
41350,yan valery,2
41351,yan valery,1
41352,yan valery,2
41353,yan valery,1
41354,yan valery,6
41355,yan valery,7
41356,yan valery,7
41357,yan valery,6
41358,yan valery,1
41359,yan valery,2
41360,yan valery,0
41361,yan valery,1
41362,yan valery,4
41363,yan valery,1
41364,yan valery,2
41365,yannick bolasie,0
41366,yannick bolasie,0
41367,yannick bolasie,0
41368,yannick bolasie,0
41369,yannick bolasie,0
41370,yannick bolasie,0
41371,yannick bolasie,0
41372,yannick bolasie,0
41373,yannick bolasie,0
41374,yannick bolasie,0
41375,yannick bolasie,0
41376,yannick bolasie,0
41377,yannick bolasie,0
41378,yannick bolasie,0
41379,yannick bolasie,0
41380,yannick bolasie,0
41381,yannick bolasie,0
41382,yannick bolasie,0
41383,yannick bolasie,0
41384,yannick bolasie,0
41385,yannick bolasie,0
41386,yannick bolasie,0
41387,yannick bolasie,0
41388,yannick bolasie,0
41389,yannick bolasie,0
41390,yannick bolasie,0
41391,yannick bolasie,0
41392,yannick bolasie,0
41393,yannick bolasie,0
41394,yannick bolasie,0
41395,yannick bolasie,0
41396,yannick bolasie,0
41397,yannick bolasie,0
41398,yannick bolasie,0
41399,yannick bolasie,0
41400,yannick bolasie,0
41401,yannick bolasie,0
41402,yannick bolasie,0
41403,yerry mina,0
41404,yerry mina,0
41405,yerry mina,0
41406,yerry mina,0
41407,yerry mina,0
41408,yerry mina,0
41409,yerry mina,0
41410,yerry mina,0
41411,yerry mina,0
41412,yerry mina,0
41413,yerry mina,1
41414,yerry mina,5
41415,yerry mina,8
41416,yerry mina,2
41417,yerry mina,2
41418,yerry mina,0
41419,yerry mina,1
41420,yerry mina,0
41421,yerry mina,8
41422,yerry mina,1
41423,yerry mina,0
41424,yerry mina,1
41425,yerry mina,0
41426,yerry mina,0
41427,yerry mina,0
41428,yerry mina,0
41429,yerry mina,0
41430,yerry mina,0
41431,yerry mina,0
41432,yerry mina,0
41433,yerry mina,6
41434,yerry mina,0
41435,yerry mina,0
41436,yerry mina,0
41437,yerry mina,0
41438,yerry mina,0
41439,yerry mina,0
41440,yerry mina,1
41441,yohan benalouane,0
41442,yohan benalouane,0
41443,yohan benalouane,0
41444,yohan benalouane,0
41445,yohan benalouane,0
41446,yohan benalouane,0
41447,yohan benalouane,0
41448,yohan benalouane,0
41449,yohan benalouane,0
41450,yohan benalouane,0
41451,yohan benalouane,0
41452,yohan benalouane,0
41453,yohan benalouane,0
41454,yohan benalouane,0
41455,yohan benalouane,0
41456,yohan benalouane,0
41457,yohan benalouane,0
41458,yohan benalouane,0
41459,yohan benalouane,0
41460,yohan benalouane,0
41461,yohan benalouane,0
41462,yohan benalouane,0
41463,yohan benalouane,0
41464,yohan benalouane,0
41465,yohan benalouane,0
41466,yohan benalouane,0
41467,yohan benalouane,0
41468,yohan benalouane,0
41469,yohan benalouane,0
41470,yohan benalouane,0
41471,yohan benalouane,0
41472,yohan benalouane,0
41473,yohan benalouane,0
41474,yohan benalouane,0
41475,yohan benalouane,0
41476,yohan benalouane,0
41477,yohan benalouane,0
41478,yohan benalouane,0
41479,yoshinori muto,1
41480,yoshinori muto,1
41481,yoshinori muto,1
41482,yoshinori muto,0
41483,yoshinori muto,1
41484,yoshinori muto,1
41485,yoshinori muto,1
41486,yoshinori muto,6
41487,yoshinori muto,2
41488,yoshinori muto,2
41489,yoshinori muto,1
41490,yoshinori muto,0
41491,yoshinori muto,0
41492,yoshinori muto,0
41493,yoshinori muto,0
41494,yoshinori muto,0
41495,yoshinori muto,0
41496,yoshinori muto,0
41497,yoshinori muto,2
41498,yoshinori muto,0
41499,yoshinori muto,1
41500,yoshinori muto,0
41501,yoshinori muto,0
41502,yoshinori muto,0
41503,yoshinori muto,0
41504,yoshinori muto,0
41505,yoshinori muto,0
41506,yoshinori muto,0
41507,yoshinori muto,0
41508,yoshinori muto,0
41509,yoshinori muto,1
41510,yoshinori muto,1
41511,yoshinori muto,0
41512,yoshinori muto,0
41513,yoshinori muto,0
41514,yoshinori muto,0
41515,yoshinori muto,1
41516,yoshinori muto,1
41517,younes kaboul,0
41518,younes kaboul,0
41519,younes kaboul,0
41520,younes kaboul,0
41521,younes kaboul,0
41522,younes kaboul,0
41523,younes kaboul,0
41524,younes kaboul,0
41525,younes kaboul,0
41526,younes kaboul,0
41527,younes kaboul,0
41528,younes kaboul,0
41529,younes kaboul,0
41530,younes kaboul,0
41531,younes kaboul,0
41532,younes kaboul,0
41533,younes kaboul,0
41534,younes kaboul,0
41535,younes kaboul,0
41536,younes kaboul,0
41537,younes kaboul,0
41538,younes kaboul,0
41539,younes kaboul,0
41540,younes kaboul,0
41541,younes kaboul,0
41542,younes kaboul,0
41543,younes kaboul,0
41544,younes kaboul,0
41545,younes kaboul,0
41546,younes kaboul,0
41547,younes kaboul,0
41548,younes kaboul,0
41549,younes kaboul,0
41550,younes kaboul,0
41551,younes kaboul,0
41552,younes kaboul,0
41553,younes kaboul,0
41554,younes kaboul,0
41555,youri tielemans,0
41556,youri tielemans,1
41557,youri tielemans,2
41558,youri tielemans,5
41559,youri tielemans,5
41560,youri tielemans,9
41561,youri tielemans,5
41562,youri tielemans,7
41563,youri tielemans,9
41564,youri tielemans,1
41565,youri tielemans,5
41566,youri tielemans,9
41567,youri tielemans,2
41568,youri tielemans,3
41569,yves bissouma,1
41570,yves bissouma,0
41571,yves bissouma,2
41572,yves bissouma,1
41573,yves bissouma,2
41574,yves bissouma,1
41575,yves bissouma,2
41576,yves bissouma,1
41577,yves bissouma,1
41578,yves bissouma,1
41579,yves bissouma,1
41580,yves bissouma,0
41581,yves bissouma,0
41582,yves bissouma,2
41583,yves bissouma,1
41584,yves bissouma,2
41585,yves bissouma,1
41586,yves bissouma,2
41587,yves bissouma,0
41588,yves bissouma,0
41589,yves bissouma,0
41590,yves bissouma,0
41591,yves bissouma,0
41592,yves bissouma,0
41593,yves bissouma,3
41594,yves bissouma,1
41595,yves bissouma,1
41596,yves bissouma,3
41597,yves bissouma,2
41598,yves bissouma,2
41599,yves bissouma,2
41600,yves bissouma,1
41601,yves bissouma,0
41602,yves bissouma,0
41603,yves bissouma,3
41604,yves bissouma,0
41605,yves bissouma,2
41606,yves bissouma,2
41607,zech medley,0
41608,zech medley,0
41609,zech medley,0
41610,zech medley,0
41611,zech medley,0
41612,zech medley,0
41613,zech medley,0
41614,zech medley,0
41615,zech medley,0
41616,zech medley,0
41617,zech medley,0
41618,zech medley,0
41619,zech medley,0
41620,zech medley,0
41621,zech medley,0
41622,zech medley,0
41623,zech medley,0
41624,zech medley,0
41625,zech medley,0
41626,zech medley,0
41627,zech medley,0
41628,zech medley,0
41629,zech medley,0
41630,zech medley,0
41631,zech medley,0
41632,zech medley,0
41633,zech medley,0
41634,zech medley,0
41635,zech medley,0
41636,zech medley,0
41637,zeze steven sessegnon,0
41638,zeze steven sessegnon,0
41639,zeze steven sessegnon,0
41640,zeze steven sessegnon,0
41641,zeze steven sessegnon,0
41642,zeze steven sessegnon,0
41643,zeze steven sessegnon,0
41644,zeze steven sessegnon,0
41645,zeze steven sessegnon,0
41646,zeze steven sessegnon,0
41647,zeze steven sessegnon,0
41648,zeze steven sessegnon,0
41649,zeze steven sessegnon,0
41650,zeze steven sessegnon,0
41651,zeze steven sessegnon,0
41652,zeze steven sessegnon,0
41653,zeze steven sessegnon,0
41654,zeze steven sessegnon,0
41655,zeze steven sessegnon,0
41656,zeze steven sessegnon,0
41657,zeze steven sessegnon,0
41658,zeze steven sessegnon,0
41659,zeze steven sessegnon,0
41660,zeze steven sessegnon,0
41661,zeze steven sessegnon,0
41662,zeze steven sessegnon,0
41663,zeze steven sessegnon,0
41664,zeze steven sessegnon,0
41665,zeze steven sessegnon,0
41666,zeze steven sessegnon,0
41667,zeze steven sessegnon,0
41668,alvaro morata,2
41669,alvaro morata,6
41670,alvaro morata,2
41671,alvaro morata,2
41672,alvaro morata,0
41673,alvaro morata,1
41674,alvaro morata,1
41675,alvaro morata,5
41676,alvaro morata,2
41677,alvaro morata,5
41678,alvaro morata,13
41679,alvaro morata,1
41680,alvaro morata,1
41681,alvaro morata,0
41682,alvaro morata,2
41683,alvaro morata,0
41684,alvaro morata,0
41685,alvaro morata,0
41686,alvaro morata,0
41687,alvaro morata,1
41688,alvaro morata,2
41689,alvaro morata,0
41690,alvaro morata,0
41691,alvaro morata,0
41692,alvaro morata,0
41693,alvaro morata,0
41694,alvaro morata,0
41695,alvaro morata,0
41696,alvaro morata,0
41697,alvaro morata,0
41698,alvaro morata,0
41699,alvaro morata,0
41700,alvaro morata,0
41701,alvaro morata,0
41702,alvaro morata,0
41703,alvaro morata,0
41704,alvaro morata,0
41705,alvaro morata,0
41706,caglar soyuncu,0
41707,caglar soyuncu,0
41708,caglar soyuncu,0
41709,caglar soyuncu,0
41710,caglar soyuncu,0
41711,caglar soyuncu,0
41712,caglar soyuncu,2
41713,caglar soyuncu,0
41714,caglar soyuncu,0
41715,caglar soyuncu,0
41716,caglar soyuncu,0
41717,caglar soyuncu,0
41718,aaron connolly,1
41719,aaron connolly,1
41720,aaron connolly,1
41721,aaron connolly,1
41722,aaron connolly,13
41723,aaron connolly,1
41724,aaron connolly,8
41725,aaron connolly,2
41726,aaron connolly,1
41727,aaron connolly,0
41728,aaron connolly,2
41729,aaron connolly,2
41730,aaron connolly,0
41731,aaron connolly,0
41732,aaron connolly,1
41733,aaron connolly,2
41734,aaron connolly,0
41735,aaron connolly,1
41736,aaron connolly,0
41737,aaron connolly,2
41738,aaron connolly,1
41739,aaron connolly,0
41740,aaron connolly,0
41741,aaron connolly,1
41742,aaron connolly,0
41743,aaron connolly,0
41744,aaron connolly,4
41745,aaron connolly,2
41746,aaron connolly,2
41747,aaron connolly,2
41748,aaron connolly,1
41749,aaron connolly,1
41750,aaron connolly,0
41751,aaron connolly,0
41752,aaron connolly,8
41753,aaron cresswell,0
41754,aaron cresswell,0
41755,aaron cresswell,0
41756,aaron cresswell,0
41757,aaron cresswell,0
41758,aaron cresswell,14
41759,aaron cresswell,7
41760,aaron cresswell,2
41761,aaron cresswell,0
41762,aaron cresswell,2
41763,aaron cresswell,0
41764,aaron cresswell,1
41765,aaron cresswell,1
41766,aaron cresswell,14
41767,aaron cresswell,0
41768,aaron cresswell,0
41769,aaron cresswell,6
41770,aaron cresswell,0
41771,aaron cresswell,0
41772,aaron cresswell,5
41773,aaron cresswell,2
41774,aaron cresswell,2
41775,aaron cresswell,0
41776,aaron cresswell,1
41777,aaron cresswell,1
41778,aaron cresswell,1
41779,aaron cresswell,1
41780,aaron cresswell,1
41781,aaron cresswell,2
41782,aaron cresswell,1
41783,aaron cresswell,1
41784,aaron cresswell,1
41785,aaron cresswell,1
41786,aaron cresswell,2
41787,aaron cresswell,6
41788,aaron cresswell,2
41789,aaron cresswell,2
41790,aaron cresswell,0
41791,aaron lennon,1
41792,aaron lennon,1
41793,aaron lennon,0
41794,aaron lennon,2
41795,aaron lennon,0
41796,aaron lennon,1
41797,aaron lennon,0
41798,aaron lennon,1
41799,aaron lennon,1
41800,aaron lennon,0
41801,aaron lennon,0
41802,aaron lennon,0
41803,aaron lennon,0
41804,aaron lennon,1
41805,aaron lennon,2
41806,aaron lennon,1
41807,aaron lennon,0
41808,aaron lennon,1
41809,aaron lennon,0
41810,aaron lennon,0
41811,aaron lennon,0
41812,aaron lennon,1
41813,aaron lennon,1
41814,aaron lennon,0
41815,aaron lennon,0
41816,aaron lennon,0
41817,aaron lennon,0
41818,aaron lennon,0
41819,aaron lennon,1
41820,aaron lennon,0
41821,aaron lennon,0
41822,aaron lennon,0
41823,aaron lennon,0
41824,aaron lennon,0
41825,aaron lennon,0
41826,aaron lennon,0
41827,aaron lennon,0
41828,aaron lennon,0
41829,aaron mooy,0
41830,aaron mooy,1
41831,aaron mooy,0
41832,aaron mooy,0
41833,aaron mooy,1
41834,aaron mooy,3
41835,aaron mooy,2
41836,aaron mooy,3
41837,aaron mooy,-2
41838,aaron mooy,0
41839,aaron mooy,0
41840,aaron mooy,0
41841,aaron mooy,2
41842,aaron mooy,2
41843,aaron mooy,8
41844,aaron mooy,2
41845,aaron mooy,2
41846,aaron mooy,2
41847,aaron mooy,2
41848,aaron mooy,11
41849,aaron mooy,2
41850,aaron mooy,0
41851,aaron mooy,2
41852,aaron mooy,10
41853,aaron mooy,2
41854,aaron mooy,2
41855,aaron mooy,2
41856,aaron mooy,2
41857,aaron mooy,3
41858,aaron mooy,0
41859,aaron mooy,3
41860,aaron mooy,1
41861,aaron mooy,6
41862,aaron mooy,1
41863,aaron mooy,2
41864,aaron mooy,1
41865,aaron mooy,1
41866,aaron mooy,1
41867,aaron ramsdale,2
41868,aaron ramsdale,4
41869,aaron ramsdale,1
41870,aaron ramsdale,1
41871,aaron ramsdale,3
41872,aaron ramsdale,10
41873,aaron ramsdale,2
41874,aaron ramsdale,2
41875,aaron ramsdale,6
41876,aaron ramsdale,8
41877,aaron ramsdale,9
41878,aaron ramsdale,4
41879,aaron ramsdale,2
41880,aaron ramsdale,1
41881,aaron ramsdale,2
41882,aaron ramsdale,3
41883,aaron ramsdale,10
41884,aaron ramsdale,2
41885,aaron ramsdale,2
41886,aaron ramsdale,2
41887,aaron ramsdale,1
41888,aaron ramsdale,0
41889,aaron ramsdale,3
41890,aaron ramsdale,4
41891,aaron ramsdale,3
41892,aaron ramsdale,2
41893,aaron ramsdale,3
41894,aaron ramsdale,2
41895,aaron ramsdale,2
41896,aaron ramsdale,1
41897,aaron ramsdale,2
41898,aaron ramsdale,1
41899,aaron ramsdale,2
41900,aaron ramsdale,6
41901,aaron ramsdale,3
41902,aaron ramsdale,1
41903,aaron ramsdale,11
41904,aaron ramsdale,3
41905,aaron wan-bissaka,8
41906,aaron wan-bissaka,1
41907,aaron wan-bissaka,0
41908,aaron wan-bissaka,2
41909,aaron wan-bissaka,6
41910,aaron wan-bissaka,1
41911,aaron wan-bissaka,0
41912,aaron wan-bissaka,0
41913,aaron wan-bissaka,2
41914,aaron wan-bissaka,1
41915,aaron wan-bissaka,2
41916,aaron wan-bissaka,2
41917,aaron wan-bissaka,0
41918,aaron wan-bissaka,1
41919,aaron wan-bissaka,2
41920,aaron wan-bissaka,3
41921,aaron wan-bissaka,4
41922,aaron wan-bissaka,1
41923,aaron wan-bissaka,6
41924,aaron wan-bissaka,0
41925,aaron wan-bissaka,1
41926,aaron wan-bissaka,6
41927,aaron wan-bissaka,1
41928,aaron wan-bissaka,1
41929,aaron wan-bissaka,9
41930,aaron wan-bissaka,10
41931,aaron wan-bissaka,6
41932,aaron wan-bissaka,2
41933,aaron wan-bissaka,7
41934,aaron wan-bissaka,2
41935,aaron wan-bissaka,11
41936,aaron wan-bissaka,10
41937,aaron wan-bissaka,1
41938,aaron wan-bissaka,5
41939,aaron wan-bissaka,0
41940,aaron wan-bissaka,5
41941,aaron wan-bissaka,1
41942,aaron wan-bissaka,7
41943,abd-al-ali morakinyo olaposi koiki,0
41944,abd-al-ali morakinyo olaposi koiki,0
41945,abd-al-ali morakinyo olaposi koiki,0
41946,abd-al-ali morakinyo olaposi koiki,0
41947,abd-al-ali morakinyo olaposi koiki,0
41948,abd-al-ali morakinyo olaposi koiki,0
41949,abd-al-ali morakinyo olaposi koiki,0
41950,abd-al-ali morakinyo olaposi koiki,0
41951,abd-al-ali morakinyo olaposi koiki,0
41952,abd-al-ali morakinyo olaposi koiki,0
41953,abd-al-ali morakinyo olaposi koiki,0
41954,abd-al-ali morakinyo olaposi koiki,0
41955,abd-al-ali morakinyo olaposi koiki,0
41956,abd-al-ali morakinyo olaposi koiki,0
41957,abd-al-ali morakinyo olaposi koiki,0
41958,abd-al-ali morakinyo olaposi koiki,0
41959,abd-al-ali morakinyo olaposi koiki,0
41960,abdoulaye doucoure,0
41961,abdoulaye doucoure,2
41962,abdoulaye doucoure,2
41963,abdoulaye doucoure,1
41964,abdoulaye doucoure,2
41965,abdoulaye doucoure,2
41966,abdoulaye doucoure,2
41967,abdoulaye doucoure,3
41968,abdoulaye doucoure,9
41969,abdoulaye doucoure,2
41970,abdoulaye doucoure,2
41971,abdoulaye doucoure,3
41972,abdoulaye doucoure,2
41973,abdoulaye doucoure,2
41974,abdoulaye doucoure,1
41975,abdoulaye doucoure,2
41976,abdoulaye doucoure,2
41977,abdoulaye doucoure,2
41978,abdoulaye doucoure,0
41979,abdoulaye doucoure,6
41980,abdoulaye doucoure,9
41981,abdoulaye doucoure,14
41982,abdoulaye doucoure,2
41983,abdoulaye doucoure,1
41984,abdoulaye doucoure,2
41985,abdoulaye doucoure,9
41986,abdoulaye doucoure,2
41987,abdoulaye doucoure,6
41988,abdoulaye doucoure,1
41989,abdoulaye doucoure,3
41990,abdoulaye doucoure,1
41991,abdoulaye doucoure,1
41992,abdoulaye doucoure,2
41993,abdoulaye doucoure,2
41994,abdoulaye doucoure,2
41995,abdoulaye doucoure,5
41996,abdoulaye doucoure,2
41997,abdoulaye doucoure,2
41998,adalberto penaranda,0
41999,adalberto penaranda,0
42000,adalberto penaranda,0
42001,adalberto penaranda,0
42002,adalberto penaranda,0
42003,adalberto penaranda,0
42004,adalberto penaranda,0
42005,adam idah,0
42006,adam idah,0
42007,adam idah,0
42008,adam idah,0
42009,adam idah,0
42010,adam idah,0
42011,adam idah,0
42012,adam idah,0
42013,adam idah,0
